salesperson_name,client_name,month_year,total_amount
SHEENA,COOPER UNIFORM,24-Aug,11136
SHEENA,DAWA LIMITED,24-Aug,44100.3
SHEENA,DEW POINT NATURALS,24-Aug,1461.6
SHEENA,DORMANS COFFEE LIMITED,24-Aug,5336
SHEENA,FLORENZA LIMITED,24-Aug,19638.8
SHEENA,GADENIA FOODS ENTERPRISES,24-Aug,28188
SHEENA,GENERICS AFRICA LIMITED,24-Aug,17400
SHEENA,IZYCUT LABELS,24-Aug,5052.96
SHEENA,JANI COSMETICS KENYA LTD,24-Aug,55099.304
SHEENA,KENPOLY MANUFACTURERS LIMITED,24-Aug,710868.648
SHEENA,KEYMEDIA AGENCY LTD,24-Aug,138957
SHEENA,MALACHITE LIMITED - DR,24-Aug,1399678.504
SHEENA,MART NETWORKS KENYA LIMITED,24-Aug,9087.672
SHEENA,MEDISEL (KENYA) LIMITED,24-Aug,-44100.3
SHEENA,NABICO ENTERPRISES LIMITED,24-Aug,102.08
SHEENA,PRADIP ENTERPRISES (EA) LTD,24-Aug,449766.8
SHEENA,READY BELLY LIMITED,24-Aug,906.656
SHEENA,ROSETO LIMITED,24-Aug,1113.6
SHEENA,ROYAL SNACKS LTD,24-Aug,151251.24
SHEENA,SIERRA FLORA LIMITED,24-Aug,18908
SHEENA,SOUTH LEMON LIMITED,24-Aug,287825
SHEENA,SOYS LIMITED,24-Aug,11106.768
SHEENA,TAWI NATURAL LIMITED,24-Aug,7482
SHEENA,TOP FOOD LIMITED,24-Aug,440484.886
SHEENA,TULIVU GARDENS LIMITED,24-Aug,77256
SHEENA,VIVA GLOBAL LIMITED,24-Aug,90722.208
SHEENA,VIVO ENERGY KENYA LIMITED,24-Aug,15605.48
SHEENA,WARIDI PACKAGING ENTERPRISES,24-Aug,5568
SHEENA,X-CENTRIC LIMITED,24-Aug,2320
SHEENA,ZD INDUSTRIES LIMITED,24-Aug,175208.72
RACHAEL,ALPHA BREEZE ENTERPRISES,24-Aug,301112.8
RACHAEL,ALPHA GAS APPLICATIONS EA LTD,24-Aug,9061.92
RACHAEL,BEECARE APIARIES INTERNATIONAL LTD,24-Aug,78300
RACHAEL,EAT N GO LIMITED,24-Aug,24360
RACHAEL,IMAGE QUEST,24-Aug,5011.2
RACHAEL,REFRESHING SPRINGS LTD,24-Aug,8120
RACHAEL,RELIABLE PACKERS LIMITED,24-Aug,1863433.443
RACHAEL,SAMUEL GICHEHA,24-Aug,29000
RACHAEL,STEFLO MANAGEMENT LIMITED,24-Aug,48000.8
RACHAEL,UNIFILTERS KENYA LIMITED,24-Aug,17381.44
RACHAEL,YOPLAN BRANDS LTD,24-Aug,5475.2
PETER KATU,AQUAVIST PREMIUM WATER LIMITED,24-Aug,11814.368
PETER KATU,BLUE RING PRODUCTS LTD,24-Aug,123841.6
PETER KATU,CHEKALYN PRIME ENTERPRISES LTD,24-Aug,13609.3056
PETER KATU,DEMKA DAIRY LTD,24-Aug,2396374.4
PETER KATU,DESIGN PERFECTION PRODUCTS LTD,24-Aug,52501.6
PETER KATU,FARMING SOLUTIONS LIMITED,24-Aug,217500
PETER KATU,FARMLIFE HEALTH SERVICES LIMITED,24-Aug,8352
PETER KATU,FORFOODS KENYA LTD,24-Aug,11020
PETER KATU,GITHUNGURI DIARY FARM CS LTD.,24-Aug,167040
PETER KATU,GUANGO DAIRY PRODUCTS LTD,24-Aug,6960
PETER KATU,HAPPY COW LIMITED,24-Aug,246198.4
PETER KATU,ITALIAN GELATI & FOOD PRODUCTS LTD,24-Aug,174388.6
PETER KATU,JOSHLEY KIM CHEMICALS,24-Aug,34336
PETER KATU,KATHY'S FRESH LTD,24-Aug,23200
PETER KATU,KINGS FOOD PROCESSERS LIMITED,24-Aug,109132.8
PETER KATU,LAKI LAKI LTD,24-Aug,37239.48
PETER KATU,LOKI VENTURES LIMITED,24-Aug,6786
PETER KATU,LUFION MANUFACTURERS,24-Aug,28930.4
PETER KATU,MELANGINE DAIRIES LIMITED,24-Aug,223184
PETER KATU,MELPHINA COMPANY LIMITED,24-Aug,142726.4
PETER KATU,MURPHY CHEMICALS EAST AFRICA LIMITED,24-Aug,62593.6
PETER KATU,NESTLE KENYA LIMITED,24-Aug,644046.152
PETER KATU,NOSTIMO LTD,24-Aug,47652.8
PETER KATU,POWERPOINT SYSTEMS EAST AFRICA LIMITED,24-Aug,17400
PETER KATU,PRIMETECH INDUSTRIES E.A. LTD,24-Aug,1345.6
PETER KATU,S. C. JOHNSON & SON KENYA LIMITED,24-Aug,193894
PETER KATU,SINGLE LINE INVESTMENTS K LIMITED,24-Aug,1740
PETER KATU,SIVAT AGRIBUSINESS LIMITED,24-Aug,58185.6
PETER KATU,SLOPES CREAMERIES KENYA LTD,24-Aug,84100
PETER KATU,TATU MILK LIMITED,24-Aug,607925.84
PETER KATU,TOP COW DAIRIES LTD,24-Aug,174185.6
PETER KATU,WIMSSY LIMITED,24-Aug,95788.16
MOHAMED,ADSOPACK INDUSTRIES LIMITED,24-Aug,175438.4
MOHAMED,ALESHA BRANDS LIMITED,24-Aug,87696
MOHAMED,BESAPACK LIMITED,24-Aug,344172
MOHAMED,CHANDARIA INDUSTRIES LTD,24-Aug,394086.8
MOHAMED,COSRANET ENTERPRISES LIMITED,24-Aug,34800
MOHAMED,DAVID FOSIL,24-Aug,206016
MOHAMED,DIVINE INDUSTRIES LIMITED,24-Aug,102271.4
MOHAMED,GOLD CROWN BEVERAGES (KENYA) LIMITED,24-Aug,410677
MOHAMED,Gonas Best Limited,24-Aug,697392
MOHAMED,JACKSON MUREMERA,24-Aug,103008
MOHAMED,JACNZU AGENCIES,24-Aug,113336
MOHAMED,JOSQUINE PACKAGING LIMITED,24-Aug,171680
MOHAMED,KAKIS COMPANY LIMITED,24-Aug,28536
MOHAMED,MAGGY POUCHES,24-Aug,85840
MOHAMED,MEILLEUR PRINT LTD,24-Aug,18627.28
MOHAMED,PALM COAST BEAUTY PRODUCTS,24-Aug,108970.168
MOHAMED,PHILIP MOSES,24-Aug,137344
MOHAMED,PLASITEK LIMITED,24-Aug,703915.84
MOHAMED,SARAYA KENYA COMPANY LTD,24-Aug,352640
MOHAMED,SUN COUNTRY FOOD AND BEVERAGE LIMITED,24-Aug,38494.6
MOHAMED,TYPSY GENERAL SUPPLIES,24-Aug,657476.4
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,24-Aug,334514.884
MOHAMED,VIPINGO INDUSTRIES,24-Aug,277323.52
MOHAMED,WAKAMASTER ENTERPRISES,24-Aug,96048.87
MOHAMED,ZEIZU COMPANY LIMITED,24-Aug,144445.52
GRACE,GEFF,24-Aug,70594.94
GRACE,GRAJAN PACKAGING SOLUTIONS,24-Aug,7398562.829
GRACE,IAN MACU,24-Aug,84414.89849
GRACE,KITUZI HEALTH DRINK,24-Aug,849446.2694
GRACE,ROYAL CARE COSMETICS U LTD,24-Aug,1580575.419
ESTHER,CHEMI & COTEX INDUSTRIES LTD,24-Aug,16668.39772
ESTHER,GALAXY FOODS AND BEVERAGES,24-Aug,2928331.39
ESTHER,IDEAL MANUFACTURING COMPANY LIMITED,24-Aug,17748
ESTHER,METAL CROWN,24-Aug,155927.2
ESTHER,MOGAS TANZANIA LIMITED,24-Aug,1653643.18
ESTHER,OLA ENERGY KENYA LTD,24-Aug,2495048.037
ESTHER,SPALLIC TRADE LABELS,24-Aug,9512
ESTHER,TANGA PHARMACEUTICAL & PLASTIC,24-Aug,6947959.473
ESTHER,TOTAL KENYA LIMITED DR,24-Aug,3376912.093
ESTHER,ZAADA PURIFIED DRNKING WATER LIMITED,24-Aug,38637.28
CAROL,ALIMP GROUP LIMITED,24-Aug,17867.016
CAROL,BENARD WAKABA GITHAIGA,24-Aug,79796.864
YVETTE,DORIC INDUSTRIES LIMITED,24-Sep,17400
YEMANE,ADVENT LIMITED,24-Sep,575013.102
YEMANE,BETA HEALTHCARE INTERNATIONAL,24-Sep,131457
YEMANE,BLESSED DAIRIES LTD,24-Sep,1267378.97
YEMANE,CANAAN WATER COMPANY LTD,24-Sep,2120143.241
YEMANE,DAERONA GREEN GENERAL TRADING CO.LTD,24-Sep,304186.6036
YEMANE,ELIA FOOD OVERSEAS LTD,24-Sep,52780
YEMANE,FAHTANNAH FOODS LTD,24-Sep,7540
YEMANE,GREEN FOOD LTD,24-Sep,1387550.206
YEMANE,INKS EXPERTS LTD,24-Sep,43877
YEMANE,ISHYO FOODS LIMITED,24-Sep,286375.7
YEMANE,KAZIFRESH LIMITED,24-Sep,213915.988
YEMANE,MASAKA CREAMERY LIMITED,24-Sep,284648
YEMANE,RAINBOW BUSINESS SOLUTIONS,24-Sep,526174.5102
YEMANE,ZARA ENTERPRISES SRL,24-Sep,1869822.868
VINCENT,JANITORIAL SUPPLIES LIMITED,24-Sep,129664.8
TONY,AQUAMIST LIMITED,24-Sep,1322375.07
TONY,BIDCO AFRICA LIMITED DR,24-Sep,2681083.222
TONY,BLOWPLAST LIMITED,24-Sep,1610624.852
TONY,BOBMIL INDUSTRIES LTD DR,24-Sep,562397
TONY,CANON CHEMICALS LTD,24-Sep,267936.8
TONY,CAPWELL INDUSTRIES LIMITED,24-Sep,132092.332
TONY,CNDY CREATIONS K LIMITED,24-Sep,46801.94
TONY,DARFORDS INDUSTRIES LIMITED,24-Sep,269356.64
TONY,DELIROSA LIMITED,24-Sep,-229696.24
TONY,EDIBLE OIL PRODUCTS LIMITED,24-Sep,382800
TONY,GENERAL PLASTICS LIMITED,24-Sep,146160
TONY,GOLDEN AFRICA KENYA LIMITED,24-Sep,818754.1
TONY,KENAFRIC INDUSTRIES LIMITED,24-Sep,55540.8
TONY,KEVIAN KENYA LIMITED,24-Sep,37138.0032
TONY,MENENGAI OIL REFINERIES LIMITED,24-Sep,536120.448
TONY,MOJO SKINCARE PRODUCTS LIMITED,24-Sep,38280
TONY,PZ CUSSONS EAST AFRICA LIMITED,24-Sep,822304.0364
TONY,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,24-Sep,44660
TONY,SILAFRICA  KENYA LIMITED,24-Sep,153120
TONY,TECHPAK INDUSTRIES LIMITED,24-Sep,468518.9772
TONY,Ultravetis E.a. Limited,24-Sep,72500
SHIV,AMITECH AUTO MOBILE LIMITED,24-Sep,3770
SHIV,HABISON GLOBAL TRADING,24-Sep,192010.3914
SHIV,JUSTUS MWANGI,24-Sep,4089
SHIV,MALO ENTERPRISES DR,24-Sep,17469.6
SHIV,PRESSMASTER AFRICA LTD,24-Sep,32480
SHIV,T.M.ABDULHUSEIN & SONS,24-Sep,331059.36
SHIV,TAIFA IMPORTS LIMITED-DR,24-Sep,13641.6
SHIV,TRI-CLOVER INDUSTRIES LIMITED,24-Sep,60900
SHEENA,AFRICA FUTURE VENTURES LIMITED,24-Sep,6843.42
SHEENA,BIZMED  SOLUTION,24-Sep,67512
SHEENA,CARTON MANUFACTURERS LIMITED,24-Sep,29411.8
SHEENA,CLIQUE LIMITED,24-Sep,66700
SHEENA,DOMAINE KENYA LIMITED,24-Sep,29095.12
SHEENA,DORMANS COFFEE LIMITED,24-Sep,26680
SHEENA,ECOZYM LIMITED,24-Sep,10022.4
SHEENA,FLORENZA LIMITED,24-Sep,24253.28
SHEENA,GALAXY PAINTS AND COATINGS LIMITED,24-Sep,51799.8
SHEENA,IZYCUT LABELS,24-Sep,76177.2
SHEENA,JANI COSMETICS KENYA LTD,24-Sep,95935.016
SHEENA,JUBILEE TISSUE INDUSTRIES LIMITED,24-Sep,29000
SHEENA,KENPOLY MANUFACTURERS LIMITED,24-Sep,332945.012
SHEENA,KENYA SWEETS LIMITED,24-Sep,11333.2
SHEENA,KEYMEDIA AGENCY LTD,24-Sep,80215
SHEENA,MALACHITE LIMITED - DR,24-Sep,1344497.513
SHEENA,NABICO ENTERPRISES LIMITED,24-Sep,31262.696
SHEENA,PRADIP ENTERPRISES (EA) LTD,24-Sep,294350
SHEENA,RINZ PRODUCTS LIMITED,24-Sep,73752.8
SHEENA,ROBBINS EAST AFRICA LTD,24-Sep,4176
SHEENA,ROSETO LIMITED,24-Sep,40020
SHEENA,ROSHNI DISTRIBUTORS LIMITED,24-Sep,187112.64
SHEENA,SIERRA FLORA LIMITED,24-Sep,15544
SHEENA,SOUTH LEMON LIMITED,24-Sep,191806
SHEENA,TANIA EAST AFRICA LTD DR,24-Sep,17864
SHEENA,TAWI NATURAL LIMITED,24-Sep,30600.8
SHEENA,TOP FOOD LIMITED,24-Sep,267585.32
SHEENA,VIVA GLOBAL LIMITED,24-Sep,153493.984
SHEENA,VIVO ENERGY KENYA LIMITED,24-Sep,-48791.92
SHEENA,WESTLANDS TRADING LIMITED,24-Sep,-4176
SHEENA,X-CENTRIC LIMITED,24-Sep,3480
ROBERT,CLEANSYSOAPS QUIJO SUPPLIERS,24-Sep,10208
RACHAEL,ALPHA BREEZE ENTERPRISES,24-Sep,388639.44
RACHAEL,ALPHA GAS APPLICATIONS EA LTD,24-Sep,1006.88
RACHAEL,IDEAL MANUFACTURING COMPANY LIMITED,24-Sep,14152
RACHAEL,LOHMAN CHEMICALS & SOLVENTS LTD,24-Sep,5800
RACHAEL,MAJID AL FUTTAIM,24-Sep,510898.8
RACHAEL,POLMERK INDUSTRIES LIMITED,24-Sep,47502
RACHAEL,RELIABLE PACKERS LIMITED,24-Sep,2079979.644
RACHAEL,UNIFILTERS KENYA LIMITED,24-Sep,44741.2
PETER KATU,AMIYO FARMS,24-Sep,19880.544
PETER KATU,BLUE RING PRODUCTS LTD,24-Sep,119108.8
PETER KATU,CHEKALYN PRIME ENTERPRISES LTD,24-Sep,1684.32
PETER KATU,CREST FOODS PROCESSORS LTD,24-Sep,56422.4
PETER KATU,DEMKA DAIRY LTD,24-Sep,2222444
PETER KATU,DESIGN PERFECTION PRODUCTS LTD,24-Sep,65921.408
PETER KATU,GITHUNGURI DIARY FARM CS LTD.,24-Sep,-55680
PETER KATU,GUANGO DAIRY PRODUCTS LTD,24-Sep,11878.4
PETER KATU,HAPPY COW LIMITED,24-Sep,592226.4
PETER KATU,HASANAT VENTURES LTD,24-Sep,14755.2
PETER KATU,HK EMPIRES LIMITED,24-Sep,3619.2
PETER KATU,ITALIAN GELATI & FOOD PRODUCTS LTD,24-Sep,20300
PETER KATU,KATHY'S FRESH LTD,24-Sep,45820
PETER KATU,KINGS FOOD PROCESSERS LIMITED,24-Sep,77952
PETER KATU,LAKE GAS LTD,24-Sep,41467.68
PETER KATU,LAKI LAKI LTD,24-Sep,196164.7
PETER KATU,LOKI VENTURES LIMITED,24-Sep,7482
PETER KATU,MELPHINA COMPANY LIMITED,24-Sep,87603.2
PETER KATU,MURPHY CHEMICALS EAST AFRICA LIMITED,24-Sep,58819.54
PETER KATU,NESTLE KENYA LIMITED,24-Sep,24383.2
PETER KATU,NEXUS DAIRY LIMITED,24-Sep,41620.8
PETER KATU,ORTEGIA COMMODITIES LTD,24-Sep,5800
PETER KATU,PALM HOUSE DAIRIES,24-Sep,4524
PETER KATU,PAPA FARMERS LIMITED,24-Sep,42409.6
PETER KATU,PICKED & PACKED FRESH PRODUCE LIMITED,24-Sep,78826.64
PETER KATU,S. C. JOHNSON & SON KENYA LIMITED,24-Sep,198897.022
PETER KATU,SINGLE LINE INVESTMENTS K LIMITED,24-Sep,33060
PETER KATU,SIVAT AGRIBUSINESS LIMITED,24-Sep,46864
PETER KATU,SLOPES CREAMERIES KENYA LTD,24-Sep,60900
PETER KATU,SNAVE K TRANSPORTERS & SUPPLIES,24-Sep,139200
PETER KATU,TATU MILK LIMITED,24-Sep,466612.4
PETER KATU,TOP COW DAIRIES LTD,24-Sep,150800
PETER KATU,UNI RITE SYSTEMS AND SUPPLIES LIMITED,24-Sep,16199.4
PETER KATU,UPLANDS DAIRIES LIMITED,24-Sep,60320
PETER KATU,ZIARA DAIRIES LTD,24-Sep,66352
MOHAMED,ADSOPACK INDUSTRIES LIMITED,24-Sep,153862.4
MOHAMED,ALESHA BRANDS LIMITED,24-Sep,-87696
MOHAMED,BERRY.COM LTD,24-Sep,10440
MOHAMED,CHANDARIA INDUSTRIES LTD,24-Sep,4060
MOHAMED,DAVID FOSIL,24-Sep,171680
MOHAMED,GOLD CROWN BEVERAGES (KENYA) LIMITED,24-Sep,-299797
MOHAMED,GOLD CROWN FOODS (EPZ) LIMITED,24-Sep,410677
MOHAMED,Gonas Best Limited,24-Sep,854688
MOHAMED,JACKSON MUREMERA,24-Sep,103008
MOHAMED,JACNZU AGENCIES,24-Sep,36400
MOHAMED,JOSQUINE PACKAGING LIMITED,24-Sep,373380.8
MOHAMED,MAGGY POUCHES,24-Sep,51504
MOHAMED,MEILLEUR PRINT LTD,24-Sep,18627.28
MOHAMED,NARCOL ALUMINIUM ROLLING MILLS LIMITED,24-Sep,399326.172
MOHAMED,PHILIP MOSES,24-Sep,144211.2
MOHAMED,PLASITEK LIMITED,24-Sep,181656
MOHAMED,SARAYA KENYA COMPANY LTD,24-Sep,107949.6
MOHAMED,SUN COUNTRY FOOD AND BEVERAGE LIMITED,24-Sep,65944.5616
MOHAMED,TYPSY GENERAL SUPPLIES,24-Sep,201478.08
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,24-Sep,202902.56
MOHAMED,VUMUAL WATERSITES AGENCIES,24-Sep,117153.9309
MOHAMED,WAKAMASTER ENTERPRISES,24-Sep,179347.89
GRACE,GRAJAN PACKAGING SOLUTIONS,24-Sep,-7160724.48
GRACE,KITUZI HEALTH DRINK,24-Sep,737745.0946
GRACE,PREMIER DAIRIES LTD (U),24-Sep,215674.2016
GRACE,QUALITY DAIRY PRODUCTS,24-Sep,185518.1744
GRACE,ROYAL CARE COSMETICS U LTD,24-Sep,1064001.608
ESTHER,CHEMI & COTEX INDUSTRIES LTD,24-Sep,612436.9449
ESTHER,GALAXY FOODS AND BEVERAGES,24-Sep,1342635.84
ESTHER,GLOBAL MARK FOODS LTD,24-Sep,804112
ESTHER,MAMUJEE PRODUCTS LTD,24-Sep,1542748.786
ESTHER,METAL CROWN (T)LTD,24-Sep,50269.68
ESTHER,MOGAS TANZANIA LIMITED,24-Sep,2606264.796
ESTHER,OLA ENERGY KENYA LTD,24-Sep,2869263.828
ESTHER,QUEENSLY BITES ENTERPRISE LTD,24-Sep,14500
ESTHER,TANGA PHARMACEUTICAL & PLASTIC,24-Sep,15624216.22
ESTHER,TOTAL KENYA LIMITED DR,24-Sep,5295829.502
CAROL,NESTLE KENYA LIMITED,24-Sep,4640
CAROL,AGI NATURAL LIMITED,24-Sep,3480
CAROL,BENARD WAKABA GITHAIGA,24-Sep,92621.36
CAROL,CASABELLA ASSOCIATES LTD,24-Sep,23200
YVETTE,DORIC INDUSTRIES LIMITED,24-Oct,41516.4
YVETTE,MCDAVE HOLDING LIMIED,24-Oct,526964.8
YEMANE,ADVENT LIMITED,24-Oct,1371821.919
YEMANE,BETA HEALTHCARE INTERNATIONAL,24-Oct,814148.784
YEMANE,FAHTANNAH FOODS LTD,24-Oct,6786
YEMANE,INKS EXPERTS LTD,24-Oct,468.35
YEMANE,ISHYO FOODS LIMITED,24-Oct,43158.14997
YEMANE,JIT BEVERAGE COMPANY,24-Oct,473572
YEMANE,MASAKA CREAMERY LIMITED,24-Oct,897270.5
YEMANE,STARLAND MINERAL WATER,24-Oct,41520
YEMANE,ZARA ENTERPRISES SRL,24-Oct,2581610.337
VINCENT,FARRAH COFFEE LIMITED,24-Oct,6380
TONY,AQUAMIST LIMITED,24-Oct,1285303.084
TONY,BIDCO AFRICA LIMITED DR,24-Oct,950691.92
TONY,BLOWPLAST LIMITED,24-Oct,2639912.862
TONY,BOBMIL INDUSTRIES LTD DR,24-Oct,316112.76
TONY,CANON CHEMICALS LTD,24-Oct,386713.84
TONY,CAPWELL INDUSTRIES LIMITED,24-Oct,445815.84
TONY,CNDY CREATIONS K LIMITED,24-Oct,70760
TONY,DARFORDS INDUSTRIES LIMITED,24-Oct,305198.32
TONY,EDIBLE OIL PRODUCTS LIMITED,24-Oct,210727.92
TONY,GENERAL PLASTICS LIMITED,24-Oct,146160
TONY,GOLDEN AFRICA KENYA LIMITED,24-Oct,3049506.89
TONY,KENAFRIC INDUSTRIES LIMITED,24-Oct,28355.04
TONY,KEVIAN KENYA LIMITED,24-Oct,205929.696
TONY,MENENGAI OIL REFINERIES LIMITED,24-Oct,2146470.96
TONY,MVITA OIL,24-Oct,468686.4
TONY,PZ CUSSONS EAST AFRICA LIMITED,24-Oct,1495949.282
TONY,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,24-Oct,108185.66
TONY,SILAFRICA  KENYA LIMITED,24-Oct,901192.4
TONY,TECHPAK INDUSTRIES LIMITED,24-Oct,1478805.315
TONY,Ultravetis E.a. Limited,24-Oct,101212.9
SHIV,ADIX SHOES LTD-dr,24-Oct,348000
SHIV,BUYLINE INDUSTRIES LIMITED,24-Oct,58000
SHIV,DARSH INDUSTRIES LTD,24-Oct,41200.80536
SHIV,GENERAL INDUSTRIES LTD,24-Oct,12528
SHIV,JUSTUS MWANGI,24-Oct,3312.96
SHIV,MILLY FRUIT PROCESSORS LTD,24-Oct,116000
SHIV,RICHARD MUTISO DR,24-Oct,12024.8964
SHIV,SUPERSLEEK LIMITED DR,24-Oct,433833.62
SHIV,T.M.ABDULHUSEIN & SONS,24-Oct,-12068.64
SHIV,TIMSALES LIMITED,24-Oct,85492
SHIV,TRI-CLOVER INDUSTRIES LIMITED,24-Oct,154164
SHEENA,AFRICA FUTURE VENTURES LIMITED,24-Oct,600.3
SHEENA,BLEND AFRICA LTD,24-Oct,13920
SHEENA,CLIQUE LIMITED,24-Oct,91348.84
SHEENA,FLORENZA LIMITED,24-Oct,4420.528
SHEENA,JANI COSMETICS KENYA LTD,24-Oct,138040
SHEENA,KENPOLY MANUFACTURERS LIMITED,24-Oct,250526.128
SHEENA,MALACHITE LIMITED - DR,24-Oct,1927706.966
SHEENA,MEDISEL (KENYA) LIMITED,24-Oct,41947.92
SHEENA,NABICO ENTERPRISES LIMITED,24-Oct,21384.368
SHEENA,PRADIP ENTERPRISES (EA) LTD,24-Oct,261000
SHEENA,ROSHNI DISTRIBUTORS LIMITED,24-Oct,69600
SHEENA,SIERRA FLORA LIMITED,24-Oct,17794.4
SHEENA,SOUTH LEMON LIMITED,24-Oct,17400
SHEENA,TANIA EAST AFRICA LTD DR,24-Oct,6960
SHEENA,TOP FOOD LIMITED,24-Oct,18183
SHEENA,VIVO ENERGY KENYA LIMITED,24-Oct,128345.0703
SHEENA,WARIDI PACKAGING ENTERPRISES,24-Oct,13920
SHEENA,X-CENTRIC LIMITED,24-Oct,15080
RACHAEL,ALPHA BREEZE ENTERPRISES,24-Oct,595103.2
RACHAEL,HOUSE OF BOOCH,24-Oct,36888
RACHAEL,IMPACT CHEMICALS,24-Oct,82719.6
RACHAEL,MAJID AL FUTTAIM,24-Oct,470936.8
RACHAEL,POLMERK INDUSTRIES LIMITED,24-Oct,21715.2
RACHAEL,RELIABLE PACKERS LIMITED,24-Oct,1826204.301
RACHAEL,YOPLAN BRANDS LTD,24-Oct,24360
PETER KATU,COUNTRY MEAT PRODUCTS LIMITED,24-Oct,11600
PETER KATU,DEMKA DAIRY LTD,24-Oct,2719388
PETER KATU,FARMING SOLUTIONS LIMITED,24-Oct,378484.8
PETER KATU,GITHUNGURI DIARY FARM CS LTD.,24-Oct,133303.546
PETER KATU,HAPPY COW LIMITED,24-Oct,29000
PETER KATU,HASANAT VENTURES LTD,24-Oct,24232.4
PETER KATU,HK EMPIRES LIMITED,24-Oct,3480
PETER KATU,KATHY'S FRESH LTD,24-Oct,20880
PETER KATU,KINGS FOOD PROCESSERS LIMITED,24-Oct,114144
PETER KATU,KOMAX INVESTMENTS LTD,24-Oct,22040
PETER KATU,LAVINGTON HOTEL LIMITED,24-Oct,8550.36
PETER KATU,LUFION MANUFACTURERS,24-Oct,20838.24
PETER KATU,MELANGINE DAIRIES LIMITED,24-Oct,84239.2
PETER KATU,MELPHINA COMPANY LIMITED,24-Oct,145475.6
PETER KATU,MUKURWE-INI WAKULIMA DAIRY LTD,24-Oct,429385.6
PETER KATU,PALM HOUSE DAIRIES,24-Oct,762096.8
PETER KATU,PICKED & PACKED FRESH PRODUCE LIMITED,24-Oct,49508.8
PETER KATU,POWERPOINT SYSTEMS EAST AFRICA LIMITED,24-Oct,5800
PETER KATU,PRIMETECH INDUSTRIES E.A. LTD,24-Oct,3393
PETER KATU,ROLEK GLOBAL LIMITED,24-Oct,17400
PETER KATU,S. C. JOHNSON & SON KENYA LIMITED,24-Oct,967039.8
PETER KATU,SKY DRIPS LIMITED,24-Oct,5196.8
PETER KATU,SLOPES CREAMERIES KENYA LTD,24-Oct,69948
PETER KATU,SNAVE K TRANSPORTERS & SUPPLIES,24-Oct,87580
PETER KATU,SOI DAIRY INDUSTRIES LIMITED,24-Oct,52200
PETER KATU,SUPERFOAM LIMITED,24-Oct,266119.892
PETER KATU,TATU MILK LIMITED,24-Oct,432216
PETER KATU,THE KIKOY CO LTD,24-Oct,9570
PETER KATU,TOP COW DAIRIES LTD,24-Oct,105560
PETER KATU,UPLANDS DAIRIES LIMITED,24-Oct,100595.2
MOHAMED,CHANDARIA INDUSTRIES LTD,24-Oct,431926
MOHAMED,DAVID FOSIL,24-Oct,274688
MOHAMED,GLOBAL MARK FOODS LTD,24-Oct,7540
MOHAMED,GOLD CROWN FOODS (EPZ) LIMITED,24-Oct,283687.04
MOHAMED,Gonas Best Limited,24-Oct,970688
MOHAMED,JACKSON MUREMERA,24-Oct,96140.8
MOHAMED,JACNZU AGENCIES,24-Oct,117124
MOHAMED,JOSQUINE PACKAGING LIMITED,24-Oct,343360
MOHAMED,KAKIS COMPANY LIMITED,24-Oct,61248
MOHAMED,MAGGY POUCHES,24-Oct,41203.2
MOHAMED,MEILLEUR PRINT LTD,24-Oct,9313.64
MOHAMED,NARCOL ALUMINIUM ROLLING MILLS LIMITED,24-Oct,433824.34
MOHAMED,PHILIP MOSES,24-Oct,188848
MOHAMED,PLASITEK LIMITED,24-Oct,311808
MOHAMED,SARAYA KENYA COMPANY LTD,24-Oct,362094
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,24-Oct,551315.52
MOHAMED,VIPINGO INDUSTRIES,24-Oct,192731.68
MOHAMED,VUMUAL WATERSITES AGENCIES,24-Oct,28048.8
GRACE,GRAJAN PACKAGING SOLUTIONS,24-Oct,367892.876
GRACE,ROYAL CARE COSMETICS U LTD,24-Oct,701008.287
GRACE,TWESIGYE PAUL INDUSTRIES LTD,24-Oct,767535.4933
ESTHER,CHEMI & COTEX INDUSTRIES LTD,24-Oct,601962.787
ESTHER,GLOBAL MARK FOODS LTD,24-Oct,219008
ESTHER,MOGAS TANZANIA LIMITED,24-Oct,2186158.128
ESTHER,NANCIES BAKERS LTD,24-Oct,8700
ESTHER,OLA ENERGY KENYA LTD,24-Oct,1917269.738
ESTHER,QUEENSLY BITES ENTERPRISE LTD,24-Oct,-14500
ESTHER,SPALLIC TRADE LABELS,24-Oct,8120
ESTHER,SPLASH PAINTS EA LTD,24-Oct,23200
ESTHER,TANGA PHARMACEUTICAL & PLASTIC,24-Oct,6524215.448
ESTHER,TOTAL KENYA LIMITED DR,24-Oct,6047699.286
ESTHER,UMOJA SHOE COMPANY LTD,24-Oct,15660
ESTHER,ZAADA PURIFIED DRNKING WATER LIMITED,24-Oct,523350.24
CAROL,AFRICA FUTURE VENTURES LIMITED,24-Oct,5846.4
CAROL,BHATIA UNITED LTD,24-Oct,11600
CAROL,CARTON MANUFACTURERS LIMITED,24-Oct,1276
CAROL,CLIQUE LIMITED,24-Oct,88450
CAROL,CREATIVE COOPERATE IMAGE,24-Oct,11136
